"L","R","F","M","C"
36.13,279,5,4703,0.671384223
82.3,80,2,4154,0.76
48.03,12,5,4870,0.648252567
43.3,549,2,5273,0.598691447
78.07,121,2,2187,1.443374486
38.87,13,4,4857,0.649905291
22.33,40,5,6632,0.475913752
13.27,251,2,3376,0.934905213
37.13,49,3,4201,0.751266365
24,296,3,4666,0.676395199
21.07,467,3,5881,0.536634926
46.07,229,3,4219,0.747918938
22.5,521,2,3342,0.944165171
14.2,76,4,6646,0.474691544
20.13,449,4,4133,0.763295427
24.2,648,5,4377,0.720733379
71.33,104,2,5684,0.555
90.17,170,4,5412,0.582869549
90.53,289,5,5182,0.608707063
13.2,203,4,8520,0.370224178
56.63,110,3,5110,0.617201566
68.67,119,4,6294,0.501088338
21.07,436,3,5118,0.616227042
50.4,198,4,6800,0.463794118
90.23,350,4,3842,0.820848516
71.47,594,3,4301,0.733178331
26.27,179,2,4570,0.69
73.87,345,4,4535,0.695281147
68.2,211,4,3205,0.983800312
39.23,69,9,4154,0.759015407
12.93,168,4,4536,0.695094797
82.07,481,3,6860,0.459555394
22.6,147,2,5343,0.589992514
24.3,151,4,3882,0.811944874
42.6,35,2,5342,0.59
67.67,1,3,5595,0.563288651
58.67,380,6,5730,0.55
12.6,156,3,5730,0.55
27.33,44,3,5844,0.539267625
45.7,643,4,3806,0.827890173
98.13,91,8,4735,0.665155227
19.57,50,5,4314,0.730057951
41.33,191,4,3848,0.818440748
94.63,76,3,3669,0.858345598
17.27,93,4,4318,0.729328393
29.13,289,4,4605,0.683854506
41.23,116,3,6784,0.464150943
71.17,164,4,4314,0.729856282
20.4,1,4,4694,0.670762676
49.7,86,5,6506,0.483940978
80.9,131,3,5486,0.573900838
37.47,226,6,5240,0.600814885
57.97,14,5,4563,0.689776463
12.5,22,4,3824,0.823077929
89.4,138,4,4968,0.633510467
40.93,317,2,3934,0.8
27.87,466,2,3934,0.8
14.13,424,2,3934,0.8
28.6,684,2,3934,0.8
52.4,495,4,7868,0.4
95.1,308,2,3934,0.8
41.23,73,2,3934,0.8
30.83,278,4,5496,0.572634643
52.93,55,5,7205,0.436803609
24.27,402,4,4377,0.718985607
29.67,265,2,4196,0.75
48.53,3,8,7680,0.40975
101.93,210,4,5118,0.614849551
59.6,95,3,5391,0.583667223
24.93,127,6,4286,0.734115726
39.67,101,3,3397,0.926231969
42.53,420,3,4290,0.733333333
45.53,594,2,3146,1
72.43,598,2,3146,1
84.87,5,5,5531,0.568756102
19.6,243,2,4615,0.68152546
113.23,22,3,4482,0.70173137
18.97,188,5,3453,0.910836953
14.87,78,2,7061,0.445370344
52.8,131,4,4093,0.768214024
34.9,70,3,4322,0.727487274
78.57,373,2,3275,0.960061069
63.33,618,4,4521,0.695454545
68.6,18,4,8344,0.376802493
77.23,403,2,2594,1.212027756
51.9,718,2,2151,1.461506276
31.77,364,4,5181,0.606697549
88.23,66,2,4198,0.748723202
16.3,180,4,6062,0.518465853
36.8,340,6,5238,0.6
62.53,30,4,4852,0.647710223
100.1,49,2,3851,0.816065957
101.6,128,3,5967,0.526666667
31.6,401,6,3824,0.821796548
49.03,221,5,5365,0.585701771
31.13,330,6,3258,0.964395335
45.37,430,3,4591,0.684360706
56.17,298,5,4940,0.636
20.1,225,5,5578,0.563174973
34.4,333,3,6604,0.475666263
25.8,67,4,4040,0.7775
24.8,4,3,4204,0.747143197
19.17,558,4,4737,0.662951235
23.67,174,3,8609,0.36477175
98.7,173,4,4881,0.643345626
19.1,323,5,5886,0.533486239
106.7,150,4,3155,0.995251981
101.1,364,4,4250,0.738823529
56.8,518,5,4550,0.69
89.07,60,3,5537,0.566978508
20.5,201,3,3945,0.795779468
70.77,5,7,4565,0.687684556
76.57,103,3,5135,0.61134372
16.77,235,2,4940,0.635453441
34.23,68,4,4940,0.635425101
46.3,422,5,3822,0.821193093
34.93,508,3,4005,0.783670412
102.83,253,4,4124,0.761006305
16.53,311,6,7220,0.434639889
43.87,131,4,3652,0.85927437
31.57,240,3,4338,0.723333333
71.77,45,3,3373,0.93026979
66.87,471,3,4191,0.748663803
78.3,14,4,4265,0.73561313
39.23,221,5,3930,0.798239186
16.2,135,2,6332,0.495388503
18.43,215,4,3815,0.822159895
21.33,116,4,4433,0.707523122
15.13,356,2,5454,0.575
12.4,344,3,8083,0.387974762
85.53,493,3,5411,0.579560155
21.97,139,5,3422,0.9164173
14.8,424,4,6166,0.508579306
23.7,705,5,3454,0.907874928
33.83,240,3,5536,0.566412572
54.93,245,3,4420,0.709337104
13.5,231,2,4644,0.675
31.07,198,6,5118,0.612420868
83.33,44,7,3785,0.828095112
18,296,4,4807,0.65201373
23.87,345,4,3224,0.972146402
54.97,39,5,4148,0.755578592
43,217,3,4553,0.688354931
19.6,499,2,3491,0.897751361
14.4,3,3,6494,0.482602402
83.37,322,3,5455,0.57451879
39.1,493,3,3884,0.806874356
21.13,624,2,3482,0.9
21.17,624,2,3482,0.9
21.13,624,2,3482,0.9
100.07,337,3,4895,0.640183861
24.13,7,7,7223,0.433815589
29.1,26,4,3972,0.788859517
36.8,275,4,3229,0.970294209
18.4,255,3,4281,0.731857043
39.2,83,2,5039,0.621748363
74.77,503,2,2547,1.22991755
99.77,445,3,4614,0.678912007
28.37,34,7,4053,0.772857143
53.17,95,3,4295,0.729275902
63.77,588,4,4846,0.646326868
27.07,244,2,3775,0.829658278
26.1,526,3,3423,0.914928425
20.33,350,6,3515,0.890981508
15.6,74,3,5936,0.527533693
84.6,351,3,5486,0.570743711
72.47,302,2,4570,0.685
13.17,118,4,3650,0.85740274
99.1,49,5,5395,0.58
40.73,47,6,3288,0.951666667
69.63,215,3,3901,0.802122533
40.6,48,6,7882,0.396960162
54.8,27,6,4247,0.736691782
23.93,130,2,3989,0.784339433
13.23,4,3,4370,0.715940503
70.73,160,8,3632,0.86125
98.1,117,3,5928,0.527604588
43.1,231,2,3934,0.795
79.27,258,2,3934,0.795
87.9,614,4,5560,0.5625
16.33,167,4,5560,0.5625
32.6,495,3,5820,0.537302405
28,360,5,6539,0.478131213
46.27,319,4,7171,0.435971273
24.87,445,4,3676,0.850462459
32.4,193,5,5799,0.539110191
55.77,31,4,5232,0.5975
43.3,426,2,4279,0.73056789
69.13,176,3,4897,0.638368389
52.83,396,5,4210,0.742494062
69.43,361,3,9337,0.334780979
60.5,255,6,4830,0.647070393
41.6,486,3,3125,1
57.13,40,5,6430,0.486
17.83,160,3,4445,0.703023622
34.37,72,3,4323,0.722852186
48.57,2,6,3824,0.817105126
39.63,84,6,4220,0.740322275
12.9,14,5,4289,0.728384239
39.1,429,3,6942,0.45
23.9,66,5,3842,0.813019261
51.97,463,5,7143,0.437260255
39.63,345,2,3904,0.8
26.87,522,2,3904,0.8
14.17,136,4,4886,0.639209988
34.93,35,4,5680,0.549823944
73.6,338,3,4417,0.706950419
89.67,86,6,6470,0.482616692
39.1,67,3,3777,0.8266852
18.17,66,5,3604,0.8663596
24.3,49,7,6209,0.502857143
61.43,317,6,6246,0.499871918
78.53,583,2,3122,1
24.3,684,3,4113,0.759008023
81.67,141,2,4233,0.737472242
48.1,49,4,5500,0.5675
17.57,364,2,4137,0.754387237
32.43,354,2,3571,0.873956875
41.43,348,4,4902,0.636597307
49,516,5,5202,0.599807766
39.1,162,4,4475,0.697240223
102.7,72,2,4501,0.693085981
55.17,207,5,5470,0.570228519
109.2,254,3,4209,0.741054882
27,218,3,8148,0.382793324
30.97,428,2,6238,0.5
41,422,2,6238,0.5
56.07,45,3,5085,0.613333333
40.1,221,3,3350,0.930937313
19.7,310,3,3359,0.928431081
110.27,199,6,6439,0.484315888
34.57,292,4,4427,0.704355094
21.83,264,4,4940,0.631194332
84.2,68,6,5967,0.522471929
62.03,344,3,4575,0.681377049
103.37,347,5,5316,0.586314898
90.2,6,4,5420,0.575
71.8,16,2,3575,0.87168951
31.5,470,2,4986,0.625
77.4,339,2,4986,0.625
70.4,14,2,4986,0.625
17.83,11,7,7105,0.438571429
29.57,43,3,4479,0.695670909
12.77,335,2,3462,0.9
57.63,113,4,5441,0.57264841
48.87,129,3,5175,0.602083092
31.4,311,3,6231,0.5
20.87,624,2,4154,0.75
13.63,400,2,4154,0.75
34.5,330,2,4154,0.75
33.77,695,2,4154,0.75
20.87,624,2,4154,0.75
87.8,9,3,4320,0.721166667
84.57,475,3,3377,0.922445958
28.93,111,4,4496,0.692780249
15.77,96,3,5704,0.546060659
71.3,378,6,7690,0.404973992
30.03,525,3,3443,0.904501888
18.8,233,3,3536,0.880701357
20.6,99,5,4534,0.686810763
96.87,86,6,4974,0.626025332
26.7,66,4,5042,0.617550575
52.63,215,5,5452,0.57108584
55.47,119,5,4161,0.748050949
83.27,244,3,2784,1.118024425
19.53,375,4,4727,0.658451449
47.03,12,6,5460,0.57
74,30,2,6840,0.455
29.93,338,4,3192,0.974906015
21.93,340,4,4378,0.710781179
22.9,117,4,5360,0.580537313
25.33,75,4,2844,1.094015471
14.07,42,4,4311,0.721588958
72.27,168,2,3393,0.916752137
80,490,2,4348,0.715386385
13.23,254,3,3969,0.783648274
59.9,114,4,4776,0.65120603
91.57,359,4,5004,0.62146283
43.07,615,4,5233,0.594267151
16.93,251,4,3491,0.890799198
81.07,2,5,4253,0.731123913
36.07,113,9,7511,0.413984822
12.67,286,3,8085,0.384568955
29.57,355,2,3228,0.963166047
105.27,333,2,3109,1
71,344,3,3804,0.817192429
74.13,149,4,5489,0.566254327
35.73,27,2,3357,0.925859398
22.47,225,2,3934,0.79
37.87,86,4,7868,0.395
30.6,415,3,3640,0.853791209
77.57,139,3,6223,0.499386148
66.1,499,2,3523,0.882089129
17.27,165,3,5152,0.603179348
65.13,167,2,3451,0.900463634
50.8,66,3,4824,0.644054726
14.43,96,5,5491,0.565769441
41.37,149,2,5178,0.599930475
108.53,573,3,4403,0.705450829
26.53,638,2,3106,1
13.6,53,4,5092,0.60994894
86.2,394,5,4472,0.694499106
56.63,566,6,3909,0.794512663
13.13,15,3,4090,0.759290954
19.8,75,5,3280,0.946780488
27.6,91,2,4313,0.72
50.17,179,5,6040,0.514114238
109.07,714,2,3539,0.877437129
33,359,2,4436,0.7
79.1,268,4,6042,0.513904336
26.07,537,3,2070,1.5
12.2,97,5,5885,0.527609176
75.57,4,2,3469,0.895010089
51.67,1,3,5281,0.587915168
41.1,62,4,4187,0.741454502
60.77,178,3,3974,0.78118772
72.9,220,2,4329,0.717100947
30.1,660,2,5644,0.55
106.8,35,3,4036,0.769048563
62.07,117,2,4726,0.65676259
56.17,541,3,4969,0.624602536
26.13,452,2,3762,0.825
29.83,17,5,5415,0.573135734
73.23,234,3,4370,0.710173913
21.43,16,3,3456,0.897977431
102.8,138,3,4418,0.702430964
30.77,142,2,3359,0.923864245
14.13,54,5,3729,0.832148029
35.23,649,2,3103,1
98.53,73,4,3402,0.912051734
90.27,344,2,3878,0.8
20.63,362,4,5033,0.616362011
16.53,339,2,5099,0.608266327
57.8,23,6,6726,0.461074933
28.47,151,3,4493,0.690220343
34.07,321,3,4649,0.667046677
47.23,90,2,3814,0.813078133
56.83,93,4,3560,0.871073034
29.13,430,2,3101,1
23.53,52,2,4633,0.669309303
35.27,664,2,3876,0.8
15.63,232,2,4937,0.628053474
97.57,550,3,3252,0.953321033
17.17,191,3,5978,0.518598193
38.3,113,5,6540,0.474
87.63,24,6,6511,0.476108125
50.37,90,5,9797,0.316385628
16.97,309,2,3451,0.898145465
12.67,376,2,2369,1.308231321
23.23,508,2,3539,0.875487426
17.77,521,4,3098,1
82.77,57,4,5927,0.522598279
33.13,175,3,4000,0.7743425
96.83,261,3,4060,0.762802956
14.5,165,3,3714,0.833858374
12.53,10,5,4459,0.694521193
24.93,157,2,4692,0.66
24.7,68,3,4172,0.742250719
84.6,283,5,4223,0.733234667
38.23,59,4,5650,0.547985841
66.17,182,3,5164,0.599548799
112.7,478,5,6450,0.48
14.57,288,3,2519,1.229023422
27.3,73,5,5075,0.61
48.1,31,4,5555,0.557170117
31.1,46,5,5975,0.518
74.4,79,2,4175,0.741307784
25.27,17,6,5302,0.583689174
16.43,87,5,5461,0.566626991
44,646,3,6402,0.483333333
70.73,49,3,5408,0.572163462
22.3,472,5,8075,0.383188854
25.17,473,2,3951,0.783105543
104.43,223,5,5108,0.605706735
19.63,36,4,5844,0.52940794
15.83,27,3,4624,0.669013841
72.6,361,6,4038,0.766072313
33.67,439,5,5454,0.567161716
24.37,52,6,7344,0.421166939
88.67,281,2,5977,0.517450226
48.13,559,2,4939,0.626118647
13.3,121,3,5556,0.556576674
22.87,300,2,3215,0.961713841
25.53,30,4,6528,0.473632047
83.77,256,7,4631,0.667559922
30.03,203,2,3812,0.810973242
17.53,191,3,5291,0.584243054
49.1,119,4,6988,0.442358329
81.83,327,2,5152,0.6
94.33,51,8,6273,0.492775387
79.8,472,5,5255,0.588230257
43.47,151,4,4277,0.722723872
17.13,265,3,5126,0.602988685
24.83,197,3,5532,0.558720174
24.83,198,3,4100,0.753802439
103.03,218,4,5666,0.545450053
28.47,469,5,4124,0.749393792
23.03,688,3,4173,0.740534388
68.3,439,4,4869,0.634637503
99.87,11,5,5926,0.521420857
106.13,251,3,4513,0.684639929
76.17,52,3,3409,0.906324435
15.13,93,4,4141,0.746097561
104.97,165,4,4971,0.621456447
102.93,233,4,4306,0.717322341
85.5,30,9,5043,0.612425144
12.87,118,2,4644,0.665
56.47,81,2,3934,0.785
19.53,115,2,3934,0.785
26.47,188,3,5152,0.599382764
72.2,130,3,3317,0.930949653
110.87,50,3,3906,0.790552995
25.63,247,4,3642,0.847855574
24.47,328,6,6149,0.502154822
42.83,30,2,4010,0.77
12.37,196,4,3275,0.94279084
12.33,157,2,7440,0.415
77.1,65,4,3906,0.790437788
114.1,130,3,4624,0.667679498
15.9,472,2,6187,0.49900598
23.23,594,4,3481,0.886885952
21.37,640,2,4258,0.725
71.67,39,3,3634,0.849488167
14,421,2,3087,1
40.53,45,3,4383,0.704257358
81.4,142,3,3162,0.976198608
39.73,128,2,4677,0.659908061
42.63,144,5,3317,0.930473319
71.17,431,3,4251,0.726005646
25.03,492,6,7176,0.430079431
73.33,71,3,5122,0.602547833
12.93,352,4,4554,0.677678964
18.13,489,3,4329,0.712785863
23.23,696,2,4816,0.640697674
55.97,315,2,4101,0.752036089
21.33,20,5,4065,0.758669127
38.47,605,5,4303,0.716662793
99.6,80,2,5429,0.567964634
36.37,307,4,6194,0.497788182
55.5,206,4,5324,0.579132231
48.17,302,5,4152,0.742577071
50.67,180,6,7170,0.43
98.8,112,4,5831,0.528667467
13.27,49,3,2964,1.04
31.17,557,3,2055,1.5
14.33,426,2,6850,0.45
38.57,263,3,4538,0.679246364
108.97,67,3,3399,0.906666667
20.93,616,2,5870,0.525
20.93,616,2,5870,0.525
16.97,239,4,5412,0.569209165
88.1,41,4,5090,0.605202358
36.5,79,3,4877,0.631574739
77.6,245,3,3992,0.771573146
28.43,150,2,3289,0.936479173
55.1,474,4,5600,0.55
89.13,151,3,5242,0.587504769
34.1,347,3,4627,0.665582451
66.1,108,4,3689,0.834654378
17.33,140,2,4065,0.757426814
73.07,438,4,3732,0.825
16.33,338,4,5326,0.578088622
33.63,49,3,3678,0.837069059
65.7,48,2,4736,0.65
94.63,145,4,5969,0.515707824
33.2,502,2,3701,0.831694137
22.03,578,2,5389,0.571182037
33.43,14,5,4435,0.694
90.23,39,3,5134,0.599493572
55.97,88,5,6870,0.448
41.73,215,6,4482,0.686666667
25.03,139,4,3731,0.824819083
23.33,228,2,4045,0.760731768
48.17,537,2,4179,0.73632448
89.57,227,6,5750,0.535015652
71.7,534,5,4260,0.722042254
102.57,125,4,3318,0.926889693
13.17,370,4,5964,0.515643863
68.03,389,3,2795,1.100250447
50.6,343,4,3448,0.891763341
38.73,348,3,4681,0.656846828
22.43,90,4,3398,0.90483814
31.9,223,4,4008,0.766991018
69.27,186,4,5780,0.531804498
13.03,377,2,2616,1.175
73.93,84,2,4018,0.765
13.8,78,5,8016,0.383450599
40.1,3,8,5971,0.514763021
32.43,13,5,3409,0.901622177
40.7,471,4,4435,0.692965051
29.9,286,4,6584,0.466764885
80.33,61,4,4935,0.62270922
53.57,27,4,3135,0.980210526
62.5,47,2,4268,0.72
24.83,502,2,5344,0.575
19.23,398,2,5344,0.575
93.97,653,2,5344,0.575
33.13,623,2,5344,0.575
31.43,575,7,4278,0.718197756
15.97,479,2,5343,0.575023395
44.8,331,2,5586,0.55
86,697,2,5586,0.55
24.57,574,2,5586,0.55
42.23,241,3,5794,0.530195029
51.53,169,5,3339,0.92
48.47,49,5,3465,0.886507937
24.1,667,2,5342,0.575
21.7,474,3,8278,0.37103165
12.47,6,4,3655,0.840213406
80.8,350,3,5218,0.588530088
77.93,90,4,6768,0.45374409
44.3,327,2,6824,0.45
14.2,170,3,5051,0.607883587
74.1,160,3,6250,0.4912
25.2,77,3,3119,0.98428663
41.5,668,3,6271,0.489547122
67.8,23,3,4148,0.740079556
75.13,156,3,4197,0.731415297
49.27,136,4,3732,0.8225
12.17,236,3,8526,0.36
33.53,233,3,6034,0.508662579
49.77,35,5,3818,0.803863279
73.63,171,2,6138,0.5
34.73,588,2,7672,0.4
35.77,604,2,7672,0.4
68.47,593,2,7672,0.4
19.97,570,2,7672,0.4
88.1,324,2,7672,0.4
39.53,538,2,7672,0.4
24,693,2,7672,0.4
13.47,374,2,7672,0.4
77.83,91,2,3934,0.78
29.63,129,4,4112,0.746160019
15.43,13,4,6007,0.510762444
50.53,630,2,2045,1.5
71.87,12,6,5168,0.593535217
45.1,140,2,3668,0.836215921
23.83,620,4,3164,0.969231985
25.53,463,5,6276,0.488599426
42.97,228,3,3520,0.871147727
12.63,78,3,11082,0.276666667
44.73,600,3,4432,0.691787004
33.47,640,2,5840,0.525
40.13,149,2,4364,0.702506874
18.6,442,4,3716,0.825
74.97,541,3,4099,0.747816541
51.2,33,3,3998,0.766608304
48.3,39,4,4141,0.74010384
22.4,156,3,4203,0.729155365
21.87,113,2,4465,0.686338186
26.53,261,2,4639,0.660562621
17.13,271,3,8205,0.373390615
23.33,80,4,3720,0.823540323
16.7,171,4,3558,0.861020236
47.23,295,5,5336,0.574021739
93.83,1,4,5587,0.548194022
77.43,5,4,5477,0.559163776
30.7,690,3,4397,0.69639527
50.37,81,2,4570,0.67
81.13,64,2,3457,0.885678334
17.9,42,9,9153,0.334444444
38.97,298,3,4166,0.734697552
37.43,553,3,3902,0.784366991
79.33,448,5,3527,0.867734619
32.47,190,6,7925,0.386175394
16.5,26,3,3222,0.949844817
57.57,305,9,3787,0.808053868
37.5,104,4,5846,0.523380089
38.43,245,3,5830,0.524789022
94.03,195,3,4064,0.752807579
29.13,174,4,6212,0.4925
25.07,4,4,3609,0.847575506
48.43,243,3,4578,0.668152031
42.6,2,13,4849,0.630769231
20.6,155,6,3462,0.883333333
21.27,56,3,3969,0.770463593
46.6,130,4,6506,0.469995389
73.53,289,4,6403,0.477507418
19.3,152,2,3532,0.865628539
38.6,388,2,3714,0.823155627
18.67,11,4,7821,0.390883519
107.87,11,5,6134,0.498307793
87.13,322,3,4128,0.740419089
48.47,657,4,3056,1
95.57,431,5,5164,0.591769946
16.47,104,3,4361,0.700681036
50.93,519,3,5324,0.573891811
13.13,396,2,5092,0.6
97.67,43,3,5900,0.517813559
19.93,599,2,3963,0.770855413
17.13,228,4,6520,0.468515337
68.47,89,5,6570,0.464940639
19.93,205,3,4769,0.640492766
89.03,554,2,4211,0.725338399
30.87,340,4,5792,0.527330801
27.77,249,4,4632,0.659386874
18.63,199,2,3165,0.964992101
67.37,354,5,3704,0.824541037
14.33,125,2,3966,0.77
18.73,326,5,5455,0.559706691
89.3,176,2,4154,0.735
73.73,163,2,5552,0.549888329
49.17,228,6,3682,0.829103748
29.27,276,2,4197,0.727357636
23.13,530,6,3805,0.80218134
67.3,305,3,3703,0.824277613
21.83,646,3,5343,0.571233389
21.83,646,3,5343,0.571233389
21.83,646,3,5343,0.571233389
31.8,79,3,5452,0.559801908
46.6,695,2,3052,1
66.13,553,2,3052,1
27.07,1,3,6402,0.476666667
23.07,124,6,7418,0.411364249
32.87,36,4,6290,0.485098569
19.37,440,4,6240,0.488982372
15.8,35,5,6490,0.470123267
54.07,411,2,2430,1.255555556
44.67,269,3,2799,1.09
44.83,519,3,3451,0.883801797
25.57,370,2,3333,0.915076508
20.47,609,2,4692,0.65
47.07,259,3,5049,0.60389186
36.2,256,5,6661,0.457736076
67.57,382,2,3992,0.76376503
80.8,529,2,3934,0.775
36.13,532,2,3934,0.775
14.13,397,2,3934,0.775
12.97,3,4,3587,0.84992194
49.93,90,4,5225,0.583410526
16.67,256,2,6142,0.496245523
17.07,332,4,4193,0.726758884
32.37,260,3,5466,0.557497256
52.53,163,5,5853,0.520604818
49.47,500,2,3479,0.875826387
43.23,218,2,3584,0.85
14.9,226,3,3816,0.798042453
19.3,196,3,3802,0.800852183
100.27,41,6,4576,0.665316871
29.73,296,6,3717,0.819061071
110.73,255,7,8229,0.369961113
90.9,221,4,6205,0.490572119
64.73,82,5,4359,0.698300069
29.77,111,5,3671,0.829122855
15.8,4,2,3467,0.877880012
33.47,131,3,5530,0.550374322
37.63,220,5,4153,0.732855767
20.6,289,5,4823,0.630993158
114.07,170,3,3808,0.799065126
46,72,5,4111,0.740150815
74.47,7,4,4326,0.703365696
33.2,109,3,4523,0.672703958
41.8,243,2,3682,0.826344378
67.97,90,2,4026,0.755655738
28.33,266,4,5109,0.595458994
18.6,327,3,4180,0.72777512
53.73,9,5,5029,0.604905548
39.1,455,5,5263,0.57799734
110.77,206,3,3834,0.793406364
78.27,57,2,3823,0.795660476
15.77,441,4,4758,0.639218159
36.63,177,2,4938,0.615850547
58.73,183,2,5684,0.535
12.3,104,2,5589,0.544065128
53.77,20,5,5950,0.511015126
78.53,353,4,5486,0.554156034
44.6,689,2,3040,1
75,47,4,5502,0.552337332
62.4,15,4,5500,0.552501818
109.13,492,4,3740,0.8125
39.1,93,3,4345,0.69935328
79.67,525,2,4044,0.75136004
12.43,170,4,4264,0.712575047
22.97,97,5,4957,0.612864636
13.27,179,5,3495,0.869195994
29.13,465,4,3342,0.908916816
95.5,47,2,4500,0.675
85.53,633,2,4500,0.675
77.87,67,5,5044,0.602113402
82.47,628,3,3373,0.900385414
12.33,294,3,4380,0.693333333
19.2,295,4,4084,0.743557786
72.37,575,3,3141,0.966666667
85.33,240,4,3340,0.909041916
83.17,242,3,4700,0.645978723
47.27,88,2,3359,0.903864245
15.73,257,6,4698,0.646215411
25.43,282,3,3160,0.960696203
54.87,480,3,4264,0.711937148
17.87,520,3,5528,0.549131693
19.4,231,10,5268,0.576176917
101.57,611,5,3960,0.766464646
22.7,89,8,6386,0.475267773
93.73,81,5,5195,0.584211742
19.87,35,4,7637,0.397370695
24.03,87,4,5352,0.56695441
19.97,219,3,7748,0.391615901
96.37,198,6,6184,0.490638745
14.83,429,4,3641,0.833287558
20.27,568,2,3337,0.90919988
58.3,684,3,4075,0.744441718
36.6,155,10,7349,0.412769084
22.27,664,3,3570,0.849691877
42.4,79,2,3965,0.765039092
20.63,186,2,3958,0.766245579
54.47,309,3,4122,0.7356623
85.07,158,2,4434,0.683856563
66.43,172,5,4478,0.677121483
39.03,622,2,4182,0.725
29.57,65,6,5376,0.563945313
61.27,87,4,3147,0.963355577
90.07,37,3,4865,0.623066804
34.27,460,4,5409,0.560399334
32.03,182,4,5640,0.53743617
17.37,11,3,4644,0.652687339
71.77,116,4,4605,0.658212812
46.57,527,2,3031,1
34.17,471,6,4600,0.658913043
27.57,4,2,3451,0.87824109
93.83,24,3,4923,0.615638838
23.63,28,3,2884,1.050620666
31.33,8,4,5348,0.566514585
20.7,618,2,4564,0.663803681
84.13,98,4,5300,0.571569811
15.87,86,2,3385,0.894918759
89.93,44,2,3934,0.77
67.57,390,3,3638,0.832627817
27.33,172,4,5916,0.512014875
95.07,161,3,3606,0.84
38.6,210,4,5178,0.584878331
57.17,189,4,4099,0.738814345
80.37,278,3,4470,0.677463087
16.37,80,2,3882,0.78
32.13,639,2,4701,0.644054456
40.13,480,2,4175,0.725125749
22.57,194,5,11112,0.272416307
27.13,287,3,5602,0.540342735
15.37,25,3,3433,0.881724439
39.1,401,2,3322,0.911183022
27.33,178,5,3363,0.9
17.57,201,4,4353,0.695290604
27.83,167,2,3343,0.905330541
23.27,15,5,7596,0.398400474
98.73,459,5,5257,0.57563249
51.2,272,6,3748,0.807350587
24.87,186,2,3289,0.92
44.17,161,5,4725,0.640387302
16.3,55,2,3684,0.821267644
28.8,9,4,4972,0.608511665
45,344,3,4430,0.682900677
95.87,15,10,5510,0.549
64.6,63,3,5109,0.592053239
41.47,361,6,8250,0.366630303
105.13,319,3,4124,0.733365664
30.03,174,4,5600,0.54
40.13,70,2,4175,0.724270659
95.17,501,2,4162,0.726381547
102.73,9,3,4589,0.658775332
17.53,366,2,5762,0.524661576
16.53,87,2,5870,0.515
40.9,165,3,4631,0.652779097
49.3,202,4,3732,0.81
32.53,168,4,5360,0.563940299
14.53,64,3,4492,0.672845058
23.7,708,2,3697,0.817473627
19.03,328,4,5254,0.575209364
35.83,185,4,5459,0.553603224
12.47,72,4,5144,0.5875
14.67,228,2,5494,0.55
79.1,138,6,7089,0.426240655
34.47,5,6,5087,0.593878514
